Conversations,LastIteration,TrainingString,Type
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Hello.
   👩🏻‍💻: - No matched intent","
👱‍♀️: - For sale.
   👩🏻‍💻: -   For sales, please dial 6263774770  ",Hello. ‍,Other
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Mr Campos   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Book appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2018. Kia Soul.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Book appointment for a recall.
   👩🏻‍💻: -    Glad to help you with your recall. Please be informed that recalls are inspection only and may require parts that may not be available at the time of booking. Do you have any other concerns with your vehicle in addition to your recall?    
👱‍♀️: - No.
   👩🏻‍💻: -  Would you like drop off your vehicle or wait at the dealership? 
👱‍♀️: - Drop off.
   👩🏻‍💻: - Our first availability isTomorrow at 11:20 AM, 12:40 PM and 2:00 PM   Please select a time, say next, or say a date 
👱‍♀️: - Monday, September 5th.
   👩🏻‍💻: - We do not have any availability on that day We have availabilityTuesday September 6th at 7:50 AM, 8:50 AM and 10:10 AMPlease select a time, say next, or say a date","
👱‍♀️: - Tuesday at 7:50 a.m.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",Book appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Campos   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Book appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2018. Kia Soul.
   👩🏻‍💻: -    Now, please tell me what services you would like?   ","
👱‍♀️: - Work on my recall and check warranty status.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you about your status.   ",Book appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Campos   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Representative.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant",Representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Campos   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Service department.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Service department.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Operator.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Service department. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Ramirez ramos   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - I need to speak to Albert.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - I need to speak to Oliver from service.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Operator.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",I need to speak to Albert. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Service representative.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - Car service.
   👩🏻‍💻: - Great. Please say your first name then spell it
👱‍♀️: - Ashley Ashley.
   👩🏻‍💻: - Please say your last name then spell ","
👱‍♀️: - Havanese.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Service representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator 
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Other.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Talk to service representative.
   👩🏻‍💻: - Transferring call to an attendant",No matched intent ‍️,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant", Operator. ‍,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2018, Kia.
   👩🏻‍💻: - Please say your vehicle's model, for example, SPORTAGE 
👱‍♀️: - Cancel.
   👩🏻‍💻: - Okay, cancelled.
👱‍♀️: - Nicole Sullivan.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Make an appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - Kia. Kia Soul, 2018.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil change.
   👩🏻‍💻: - Would you like drop off your vehicle or wait at the dealership?
👱‍♀️: - Waiting at the dealership.
   👩🏻‍💻: - Our first availability isToday at 1:10 PM, 2:10 PM and 3:30 PM   Please select a time, say next, or say a date of your choice
👱‍♀️: - 110 1:10 p.m. today.
   👩🏻‍💻: - We have availabilityToday at 1:10 PM, 2:10 PM and 3:30 PMPlease select a time, say next, or say a date
👱‍♀️: - 1:10 p.m. today.
   👩🏻‍💻: - Please say your first name and last name
👱‍♀️: - Cloud. Atlas
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Yes, I want 10 p.m. today.
   👩🏻‍💻: - Please say your first name then spell it
👱‍♀️: - Alex Alex.
   👩🏻‍💻: - Please say your last name then spell ","
👱‍♀️: - Beatles.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",Appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant", Operator. ‍,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator 
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Minifigure.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Make appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - Followed by the pound key.
   👩🏻‍💻: - No matched intent","
👱‍♀️: - Sorry, the number you entered is either invalid. Or we did not receive your response. Please enter the call summary followed by the pound key.
   👩🏻‍💻: - Good bye",No matched intent ‍️,Other
,"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? ",Other,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent","
👱‍♀️: - 
   👩🏻‍💻: - No matched intent",No matched intent ‍️,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant", Operator. ‍,Operator
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Mr Chin   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Speak to an agent.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Yes, I want to find out if I could bring my 2014 Santa Fe for service there. Please give me a call back at 818-580-2689. For this is Greg kihn by the way. Thank you very much.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Speak to an agent. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant", Operator. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: - Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? Please say operator ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant", Operator. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Diggs   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? ","
👱‍♀️: - I have an appointment schedule, will I have to pay before? Work is done.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you about your status.   "," I have an appointment schedule, will I have to pay before? Work is done. ‍",Quotation
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Diggs   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? ","
👱‍♀️: - I like to talk to service the service department.
   👩🏻‍💻: - Transferring call to an attendant", I like to talk to service the service department. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Diggs   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Service Department, please.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - I need to talk with a service person.
   👩🏻‍💻: - Transferring call to an attendant","Service Department, please. ‍",Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Brown   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? ","
👱‍♀️: - I want to speak to the service department.
   👩🏻‍💻: - Transferring call to an attendant", I want to speak to the service department. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Brown   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Service department.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Honesty to the service department.
   👩🏻‍💻: - Transferring call to an attendant",Service department. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Hoang   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Yes, I need an oil change.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - 1995 Kia Optima.
   👩🏻‍💻: -  Would you like drop off your vehicle or wait at the dealership? 
👱‍♀️: - No.
   👩🏻‍💻: - Would you like drop off your vehicle or wait at the dealership?
👱‍♀️: - Wait at dealership.
   👩🏻‍💻: - Got it. What day and time would you like to bring your car?
👱‍♀️: - Today.
   👩🏻‍💻: - We could not find any availability on that day. Please say a future date or say operator","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant","Yes, I need an oil change. ‍",Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Hoang   Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? ","
👱‍♀️: - It's either invalid or we did not receive your response. Please enter the call summary followed by the pound key.
   👩🏻‍💻: - Good bye", It's either invalid or we did not receive your response. Please enter the call summary followed by the pound key. ‍,Other
